name,serial,title,title score,firstName,name score,location,location score,length score,combo score,total score
Artificer Fabio of the Sands,1481,Artificer,0.58,Fabio,7.02,Sands,1.07,0.48,0.37,9.52
Artificer Kingsley of the Surf,1549,Artificer,0.58,Kingsley,5.26,Surf,2.79,0.48,0.37,9.49
Bard Pix of the Woodlands,7094,Bard,3.03,Pix,3.01,Woodlands,2.59,0.48,0.37,9.49
Voodoo Priest Gallo of the Rock,3418,Voodoo Priest,2.53,Gallo,5.26,Rock,0.84,0.48,0.37,9.49
Hedge Wizard Fredo of the Fey,3436,Hedge Wizard,0.47,Fredo,7.02,Fey,1.14,0.48,0.37,9.48
Fortune Teller Fumiko of the Steppe,6416,Fortune Teller,5.66,Fumiko,2.63,Steppe,0.33,0.48,0.37,9.48
Arcanist Rainman of Elysium,1745,Arcanist,0.69,Rainman,7.02,Elysium,0.91,0.48,0.37,9.48
Necromancer Scratch of the Pit,7020,Necromancer,1.34,Scratch,5.26,Pit,2.02,0.48,0.37,9.48
Sky Master Hank of the Astral Plane,7626,Sky Master,4.85,Hank,3.01,Astral Plane,0.75,0.48,0.37,9.46
Fortune Teller Gil of the Hall,7568,Fortune Teller,5.66,Gil,2.63,Hall,0.31,0.48,0.37,9.46
Fortune Teller Xiaobo of the Reach,4757,Fortune Teller,5.66,Xiaobo,2.11,Reach,0.80,0.48,0.37,9.42
Illusionist Eggplant of Cuckoo Land,6856,Illusionist,1.19,Eggplant,4.21,Cuckoo Land,3.16,0.48,0.37,9.41
Necromancer Gomorrah of the Wood,3573,Necromancer,1.34,Gomorrah,7.02,Wood,0.19,0.48,0.37,9.40
Sky Master Hank of the Citadel,3811,Sky Master,4.85,Hank,3.01,Citadel,0.67,0.48,0.37,9.38
Hydromancer Fugh of the Loch,5237,Hydromancer,1.87,Fugh,2.11,Loch,4.54,0.48,0.37,9.37
Oracle Oberon of the Expanse,6649,Oracle,4.04,Oberon,0.43,Expanse,4.04,0.48,0.37,9.36
Void Disciple Orbus of Elysium,5470,Void Disciple,2.33,Orbus,5.26,Elysium,0.91,0.48,0.37,9.35
Hydromancer Victoria of the Great Blue,7389,Hydromancer,1.87,Victoria,0.57,Great Blue,6.05,0.48,0.37,9.35
Necromancer Nemo of the Glacier,976,Necromancer,1.34,Nemo,3.51,Glacier,3.63,0.48,0.37,9.34
Voodoo Priest Providence of the Forest,7487,Voodoo Priest,2.53,Providence,5.26,Forest,0.64,0.48,0.37,9.30
Sky Master Hank of the Bastion,770,Sky Master,4.85,Hank,3.01,Bastion,0.58,0.48,0.37,9.29
Fortune Teller Cosmo of the Light,4928,Fortune Teller,5.66,Cosmo,1.75,Light,1.01,0.48,0.37,9.28
Holy Monk Akron of Atlantis,9406,Holy Monk,4.47,Akron,1.91,Atlantis,2.02,0.48,0.37,9.26
Bard Embrose of the Platonic Shadow,929,Bard,3.03,Embrose,4.21,Platonic Shadow,1.15,0.48,0.37,9.25
Battlemage Pierre of the Inferno,6821,Battlemage,2.46,Pierre,3.51,Inferno,2.42,0.48,0.37,9.25
Hydromancer Danny of the Great Blue,7441,Hydromancer,1.87,Danny,0.46,Great Blue,6.05,0.48,0.37,9.23
Hydromancer Danny of the Salt,7988,Hydromancer,1.87,Danny,0.46,Salt,6.05,0.48,0.37,9.23
Voodoo Priest Vadim of the Bastion,8745,Voodoo Priest,2.53,Vadim,5.26,Bastion,0.58,0.48,0.37,9.23
Ice Mage Chiyo of the Crag,9327,Ice Mage,2.07,Chiyo,1.75,Crag,4.54,0.48,0.37,9.22
Alchemist Fabio of the Toadstools,5594,Alchemist,0.38,Fabio,7.02,Toadstools,0.93,0.48,0.37,9.19
Necromancer Xerxes from the Abyss,7162,Necromancer,1.34,Xerxes,5.26,Abyss,1.73,0.48,0.37,9.19
Voodoo Priest Gallo of the Villa,6402,Voodoo Priest,2.53,Gallo,5.26,Villa,0.53,0.48,0.37,9.18
Holy Monk Drokore of the Bibliotheca,9381,Holy Monk,4.47,Drokore,2.34,Bibliotheca,1.51,0.48,0.37,9.18
Hydromancer Koop of the Loch,9603,Hydromancer,1.87,Koop,1.91,Loch,4.54,0.48,0.37,9.18
Fortune Teller Patch of the Marsh,4232,Fortune Teller,5.66,Patch,2.34,Marsh,0.31,0.48,0.37,9.17
Ghost Eater Gino of the Woodlands,2344,Ghost Eater,1.50,Gino,4.21,Woodlands,2.59,0.48,0.37,9.17
Holy Monk Chandler from the Abyss,2090,Holy Monk,4.47,Chandler,2.11,Abyss,1.73,0.48,0.37,9.16
Augurer Meloogen of Dreams,3918,Augurer,3.26,Meloogen,4.21,Dreams,0.83,0.48,0.37,9.16
Sage Gomorrah of the Mountain,7040,Sage,0.66,Gomorrah,7.02,Mountain,0.61,0.48,0.37,9.15
Wild Mage Hothor of the Salt,9081,Wild Mage,1.75,Hothor,0.48,Salt,6.05,0.48,0.37,9.14
Electromancer Liu of the Rock,7575,Electromancer,2.18,Liu,5.26,Rock,0.84,0.48,0.37,9.13
Clairvoyant Cullen of the Villa,5838,Clairvoyant,3.54,Cullen,4.21,Villa,0.53,0.48,0.37,9.13
Scryer Numpty of the Veil,3287,Scryer,4.71,Numpty,3.01,Veil,0.54,0.48,0.37,9.12
Medium Cassiopeia of the Circle,8334,Medium,5.48,Cassiopeia,0.64,Circle,2.14,0.48,0.37,9.11
Artificer Yanlin of the River,7861,Artificer,0.58,Yanlin,7.02,River,0.65,0.48,0.37,9.10
Artificer Robin of the Forest,2536,Artificer,0.58,Robin,7.02,Forest,0.64,0.48,0.37,9.10
Diviner Borak of the Circle,5297,Diviner,5.14,Borak,0.96,Circle,2.14,0.48,0.37,9.09
Holy Monk Mace of the Fey,7836,Holy Monk,4.47,Mace,2.63,Fey,1.14,0.48,0.37,9.09
Evoker Mushy of the Berg,2957,Evoker,2.57,Mushy,2.63,Berg,3.03,0.48,0.37,9.09
Hedge Wizard Porto of El Dorado,8868,Hedge Wizard,0.47,Porto,7.02,El Dorado,0.73,0.48,0.37,9.08
Oracle Bucky of the Riviera,9450,Oracle,4.04,Bucky,3.51,Riviera,0.67,0.48,0.37,9.08
Oracle Yuki of the Citadel,2808,Oracle,4.04,Yuki,3.51,Citadel,0.67,0.48,0.37,9.07
Ice Mage Victor of the Expanse,4502,Ice Mage,2.07,Victor,2.11,Expanse,4.04,0.48,0.37,9.07
Hex Mage Toadstool of the Hills,1168,Hex Mage,2.57,Toadstool,5.26,Hills,0.36,0.48,0.37,9.05
Oracle Purple Boy of the Garden,4679,Oracle,4.04,Purple Boy,2.63,Garden,1.51,0.48,0.37,9.04
Chronomancer Lei of the Cosmos,4429,Chronomancer,2.53,Lei,5.26,Cosmos,0.39,0.48,0.37,9.04
Oracle Taqi of the Berg,4878,Oracle,4.04,Taqi,1.11,Berg,3.03,0.48,0.37,9.03
Arcanist Shi of the Heath,1695,Arcanist,0.69,Shi,7.02,Heath,0.46,0.48,0.37,9.03
Holy Monk Rocco of the Sands,5472,Holy Monk,4.47,Rocco,2.63,Sands,1.07,0.48,0.37,9.02
Holy Monk Dario of the Sands,8479,Holy Monk,4.47,Dario,2.63,Sands,1.07,0.48,0.37,9.02
Clairvoyant Nemo of the Psychic Leap,2202,Clairvoyant,3.54,Nemo,3.51,Psychic Leap,1.12,0.48,0.37,9.02
Adept Fredo of the Keep,2703,Adept,0.84,Fredo,7.02,Keep,0.30,0.48,0.37,9.02
Witch Stag of the Road,4382,Witch,0.61,Stag,7.02,Road,0.52,0.48,0.37,9.01
Diviner Misumi of the Palms,9590,Diviner,5.14,Misumi,2.34,Palms,0.67,0.48,0.37,9.01
Ghost Eater Black Goat of the Inferno,7986,Ghost Eater,1.50,Black Goat,4.21,Inferno,2.42,0.48,0.37,8.99
Shaman Zevi of the Sun,4126,Shaman,0.57,Zevi,7.02,Sun,0.54,0.48,0.37,8.99
Holy Monk Digby of the Gnostics,8420,Holy Monk,4.47,Digby,3.01,Gnostics,0.64,0.48,0.37,8.98
Scryer Ilu of the Cosmos,8895,Scryer,4.71,Ilu,3.01,Cosmos,0.39,0.48,0.37,8.97
Holy Monk Mace of the Quantum Downs,8190,Holy Monk,4.47,Mace,2.63,Quantum Downs,1.01,0.48,0.37,8.97
Druid Chanterelle of the Expanse,7105,Druid,0.54,Chanterelle,3.51,Expanse,4.04,0.48,0.37,8.94
Diabolist Jay of the Inferno,5459,Diabolist,2.15,Jay,3.51,Inferno,2.42,0.48,0.37,8.94
Augurer George of the Crag,9059,Augurer,3.26,George,0.27,Crag,4.54,0.48,0.37,8.93
Alchemist Xerxes of Alfheim,3599,Alchemist,0.38,Xerxes,5.26,Alfheim,2.42,0.48,0.37,8.93
Artificer Robin of the Heath,5716,Artificer,0.58,Robin,7.02,Heath,0.46,0.48,0.37,8.92
Void Disciple Abbadon of the Heath,1504,Void Disciple,2.33,Abbadon,5.26,Heath,0.46,0.48,0.37,8.91
Sky Master Hank of the Wood,7846,Sky Master,4.85,Hank,3.01,Wood,0.19,0.48,0.37,8.90
Artificer Shi of the Moors,1494,Artificer,0.58,Shi,7.02,Moors,0.45,0.48,0.37,8.90
Ice Mage Kazud of the Glacier,7590,Ice Mage,2.07,Kazud,2.34,Glacier,3.63,0.48,0.37,8.90
Augurer Darby of the Field,7737,Augurer,3.26,Darby,4.21,Field,0.56,0.48,0.37,8.90
Battlemage Providence of the Marsh,7303,Battlemage,2.46,Providence,5.26,Marsh,0.31,0.48,0.37,8.89
Augurer Moka of the Circle,8293,Augurer,3.26,Moka,2.63,Circle,2.14,0.48,0.37,8.89
Voodoo Priest Baptiste of Limbo,2648,Voodoo Priest,2.53,Baptiste,2.34,Limbo,3.16,0.48,0.37,8.89
Enchanter Shu of the River,1085,Enchanter,0.35,Shu,7.02,River,0.65,0.48,0.37,8.88
Arch-Magician Fabio of the Desert,2195,Arch-Magician,0.66,Fabio,7.02,Desert,0.32,0.48,0.37,8.86
Enchanter Hanko of the Mountain,5623,Enchanter,0.35,Hanko,7.02,Mountain,0.61,0.48,0.37,8.84
Medium Taqi of the Morning Star,5808,Medium,5.48,Taqi,1.11,Morning Star,1.37,0.48,0.37,8.81
Holy Monk Drokore of the Fey,959,Holy Monk,4.47,Drokore,2.34,Fey,1.14,0.48,0.37,8.80
Artificer Hanko of the Steppe,2669,Artificer,0.58,Hanko,7.02,Steppe,0.33,0.48,0.37,8.79
Magus Mad Apple of the Veil,5602,Magus,0.37,Mad Apple,7.02,Veil,0.54,0.48,0.37,8.79
Shaman Stag of the Steppe,3559,Shaman,0.57,Stag,7.02,Steppe,0.33,0.48,0.37,8.78
Sky Master JackDaw of Mu,2267,Sky Master,4.85,JackDaw,2.11,Mu,0.97,0.48,0.37,8.78
Clairvoyant Nori from the Abyss,5091,Clairvoyant,3.54,Nori,2.63,Abyss,1.73,0.48,0.37,8.76
Fortune Teller Crackerjack of the Desert,6229,Fortune Teller,5.66,Crackerjack,1.91,Desert,0.32,0.48,0.37,8.75
Diviner Enigma of the Sea,2424,Diviner,5.14,Enigma,1.40,Sea,1.32,0.48,0.37,8.73
Oracle Hind of the Ice,1540,Oracle,4.04,Hind,2.63,Ice,1.19,0.48,0.37,8.72
Hydromancer Toadstool of the Canyon,6975,Hydromancer,1.87,Toadstool,5.26,Canyon,0.72,0.48,0.37,8.71
Oracle Yumi of the Reach,7373,Oracle,4.04,Yumi,3.01,Reach,0.80,0.48,0.37,8.71
Sage Demos of the Loch,2147,Sage,0.66,Demos,2.63,Loch,4.54,0.48,0.37,8.69
Magus Zevi of the Moors,2386,Magus,0.37,Zevi,7.02,Moors,0.45,0.48,0.37,8.69
Sky Master Magpie of the Pit,9550,Sky Master,4.85,Magpie,0.96,Pit,2.02,0.48,0.37,8.68
Scryer Rocco of the Havens,3173,Scryer,4.71,Rocco,2.63,Havens,0.46,0.48,0.37,8.67
Hydromancer Eggplant from the Abyss,3426,Hydromancer,1.87,Eggplant,4.21,Abyss,1.73,0.48,0.37,8.66
Diviner Requiem of El Dorado,2324,Diviner,5.14,Requiem,1.91,El Dorado,0.73,0.48,0.37,8.65
Electromancer Alvaro of the Steppe,7997,Electromancer,2.18,Alvaro,5.26,Steppe,0.33,0.48,0.37,8.63
Arch-Magician Otto of the Great Blue,2292,Arch-Magician,0.66,Otto,1.05,Great Blue,6.05,0.48,0.37,8.63
Holy Monk Mace of the Palms,5279,Holy Monk,4.47,Mace,2.63,Palms,0.67,0.48,0.37,8.62
Medium Hugo of the Citadel,2748,Medium,5.48,Hugo,1.62,Citadel,0.67,0.48,0.37,8.62
Sorcerer Salah of the Salt,3139,Sorcerer,0.30,Salah,1.40,Salt,6.05,0.48,0.37,8.61
Magus Woomba of the Salt,7294,Magus,0.37,Woomba,1.32,Salt,6.05,0.48,0.37,8.60
Sky Master Crackerjack of Mu,7169,Sky Master,4.85,Crackerjack,1.91,Mu,0.97,0.48,0.37,8.59
Chronomancer Gunthor of the Crag,6134,Chronomancer,2.53,Gunthor,0.66,Crag,4.54,0.48,0.37,8.59
Oracle Homer of the Arctic,8684,Oracle,4.04,Homer,0.36,Arctic,3.30,0.48,0.37,8.56
Artificer Elvio of the Quantum Shadow,6459,Artificer,0.58,Elvio,5.26,Quantum Shadow,1.86,0.48,0.37,8.56
Oracle Horace of the Cold,3805,Oracle,4.04,Horace,1.24,Cold,2.42,0.48,0.37,8.56
Alchemist Hanko of the Keep,5330,Alchemist,0.38,Hanko,7.02,Keep,0.30,0.48,0.37,8.56
Medium Delilah of the Obelisk,6703,Medium,5.48,Delilah,1.24,Obelisk,0.98,0.48,0.37,8.55
Bard Gourdon of the Platonic Shadow,98,Bard,3.03,Gourdon,3.51,Platonic Shadow,1.15,0.48,0.37,8.55
Chaos Mage Giuseppe of El Dorado,2635,Chaos Mage,2.74,Giuseppe,4.21,El Dorado,0.73,0.48,0.37,8.54
Wild Mage Kingsley of the Citadel,5927,Wild Mage,1.75,Kingsley,5.26,Citadel,0.67,0.48,0.37,8.54
Sky Master Magpie of the Quantum Shadow,6456,Sky Master,4.85,Magpie,0.96,Quantum Shadow,1.86,0.48,0.37,8.53
Thaumaturge Vadim of the Lake,5255,Thaumaturge,1.60,Vadim,5.26,Lake,0.76,0.48,0.37,8.48
Adept Liu of the Garden,7972,Adept,0.84,Liu,5.26,Garden,1.51,0.48,0.37,8.48
Chaos Mage Azahl of the Loch,5539,Chaos Mage,2.74,Azahl,0.34,Loch,4.54,0.48,0.37,8.47
Ice Mage Luther of the Crag,6263,Ice Mage,2.07,Luther,1.00,Crag,4.54,0.48,0.37,8.47
Necromancer Liu of the Quantum Downs,7750,Necromancer,1.34,Liu,5.26,Quantum Downs,1.01,0.48,0.37,8.47
Aeromancer Bojangles of the Sea,268,Aeromancer,2.07,Bojangles,4.21,Sea,1.32,0.48,0.37,8.46
Alchemist Yog-Sothoth of the Wood,433,Alchemist,0.38,Yog-Sothoth,7.02,Wood,0.19,0.48,0.37,8.45
Oracle Astrid of the Swell,2692,Oracle,4.04,Astrid,0.64,Swell,2.91,0.48,0.37,8.44
Clairvoyant Raul of the Villa,9065,Clairvoyant,3.54,Raul,3.51,Villa,0.53,0.48,0.37,8.43
Wild Mage Agapito of the Ether,4948,Wild Mage,1.75,Agapito,5.26,Ether,0.55,0.48,0.37,8.42
Oracle Angus of the Arctic,4884,Oracle,4.04,Angus,0.21,Arctic,3.30,0.48,0.37,8.41
Holy Monk Damien of the Obelisk,2591,Holy Monk,4.47,Damien,2.11,Obelisk,0.98,0.48,0.37,8.41
Geomancer Toadstool of Avalon,2370,Geomancer,1.31,Toadstool,5.26,Avalon,0.97,0.48,0.37,8.40
Ghost Eater Abaddon of the Berg,6831,Ghost Eater,1.50,Abaddon,3.01,Berg,3.03,0.48,0.37,8.39
Sky Master Magpie from the Abyss,9455,Sky Master,4.85,Magpie,0.96,Abyss,1.73,0.48,0.37,8.39
Enchanter Bogey of the Loch,6692,Enchanter,0.35,Bogey,2.63,Loch,4.54,0.48,0.37,8.38
Medium Oiq of the Keep,3603,Medium,5.48,Oiq,1.75,Keep,0.30,0.48,0.37,8.38
Sky Master JackDaw of the Sun,104,Sky Master,4.85,JackDaw,2.11,Sun,0.54,0.48,0.37,8.35
Fortune Teller Nolan of the Ice,5112,Fortune Teller,5.66,Nolan,0.62,Ice,1.19,0.48,0.37,8.33
Geomancer Aleister of the Great Blue,4288,Geomancer,1.31,Aleister,0.11,Great Blue,6.05,0.48,0.37,8.32
Sorcerer Uday of the Great Blue,4995,Sorcerer,0.30,Uday,1.11,Great Blue,6.05,0.48,0.37,8.32
Holy Monk Alex of the Tower,4762,Holy Monk,4.47,Alex,2.63,Tower,0.36,0.48,0.37,8.31
Runecaster Twitch of the Secret Fire,5196,Runecaster,1.44,Twitch,3.51,Secret Fire,2.51,0.48,0.37,8.31
Ice Mage Gaspard of the Berg,5180,Ice Mage,2.07,Gaspard,2.34,Berg,3.03,0.48,0.37,8.29
Cosmic Mage Spore Boy of the Lake,1026,Cosmic Mage,2.46,Spore Boy,4.21,Lake,0.76,0.48,0.37,8.29
Fortune Teller Marceline of the Tower,3652,Fortune Teller,5.66,Marceline,1.40,Tower,0.36,0.48,0.37,8.28
Wild Mage Gallo of the Hills,2822,Wild Mage,1.75,Gallo,5.26,Hills,0.36,0.48,0.37,8.23
Pyromancer Buttons of the Circle,2116,Pyromancer,1.02,Buttons,4.21,Circle,2.14,0.48,0.37,8.22
Clairvoyant Chanterelle of the Marsh,1285,Clairvoyant,3.54,Chanterelle,3.51,Marsh,0.31,0.48,0.37,8.21
Artificer Actaeon of the Bibliotheca,8878,Artificer,0.58,Actaeon,5.26,Bibliotheca,1.51,0.48,0.37,8.21
Hex Mage Cassandra of Limbo,7527,Hex Mage,2.57,Cassandra,1.62,Limbo,3.16,0.48,0.37,8.21
Ice Mage Horace of the Expanse,3648,Ice Mage,2.07,Horace,1.24,Expanse,4.04,0.48,0.37,8.20
Conjurer Twitch of the Tundra,9293,Conjurer,1.49,Twitch,3.51,Tundra,2.34,0.48,0.37,8.20
Thaumaturge Ophelia of the Isle,9672,Thaumaturge,1.60,Ophelia,2.11,Isle,3.63,0.48,0.37,8.20
Wild Mage Agapito of the Desert,3837,Wild Mage,1.75,Agapito,5.26,Desert,0.32,0.48,0.37,8.20
Alchemist Actaeon of the Thorn,4663,Alchemist,0.38,Actaeon,5.26,Thorn,1.69,0.48,0.37,8.20
Shadow Mage Elvio of the Villa,3530,Shadow Mage,1.54,Elvio,5.26,Villa,0.53,0.48,0.37,8.19
Hex Mage Hellspawn of the Veil,5090,Hex Mage,2.57,Hellspawn,4.21,Veil,0.54,0.48,0.37,8.18
Sky Master Magpie of the Bibliotheca,751,Sky Master,4.85,Magpie,0.96,Bibliotheca,1.51,0.48,0.37,8.18
Medium Samuel of the Platonic Shadow,2758,Medium,5.48,Samuel,0.68,Platonic Shadow,1.15,0.48,0.37,8.17
Bard Helix of El Dorado,1350,Bard,3.03,Helix,3.51,El Dorado,0.73,0.48,0.37,8.13
Shadow Mage Twinkletoes of the Garden,6066,Shadow Mage,1.54,Twinkletoes,4.21,Garden,1.51,0.48,0.37,8.13
Alchemist Muntjac of the Carnival,7503,Alchemist,0.38,Muntjac,5.26,Carnival,1.61,0.48,0.37,8.12
Diviner Caligari of the Hills,6061,Diviner,5.14,Caligari,1.75,Hills,0.36,0.48,0.37,8.12
Sky Master JackDaw of the Mount,4050,Sky Master,4.85,JackDaw,2.11,Mount,0.30,0.48,0.37,8.11
Witch Gino of the Inferno,8593,Witch,0.61,Gino,4.21,Inferno,2.42,0.48,0.37,8.11
Necromancer Scratch of the Gnostics,2371,Necromancer,1.34,Scratch,5.26,Gnostics,0.64,0.48,0.37,8.10
Battlemage Twinkletoes of the Sacred Pillars,1040,Battlemage,2.46,Twinkletoes,4.21,Sacred Pillars,0.57,0.48,0.37,8.10
Necromancer Scratch of the Capital,7793,Necromancer,1.34,Scratch,5.26,Capital,0.64,0.48,0.37,8.10
Oracle Umber of the Field,6528,Oracle,4.04,Umber,2.63,Field,0.56,0.48,0.37,8.09
Hex Mage Tengukensei of the Platonic Shadow,6598,Hex Mage,2.57,Tengukensei,3.51,Platonic Shadow,1.15,0.48,0.37,8.09
Diviner Pezo of the Dunes,3730,Diviner,5.14,Pezo,1.32,Dunes,0.76,0.48,0.37,8.07
Holy Monk Drokore of the Brambles,1503,Holy Monk,4.47,Drokore,2.34,Brambles,0.40,0.48,0.37,8.07
Void Disciple Chiron of the Quantum Shadow,2696,Void Disciple,2.33,Chiron,3.01,Quantum Shadow,1.86,0.48,0.37,8.05
Adept Toby of the Circle,1735,Adept,0.84,Toby,4.21,Circle,2.14,0.48,0.37,8.05
Medium Ali of the Lake,7053,Medium,5.48,Ali,0.96,Lake,0.76,0.48,0.37,8.05
Voodoo Priest Nolan of the Expanse,5190,Voodoo Priest,2.53,Nolan,0.62,Expanse,4.04,0.48,0.37,8.05
Void Disciple Dr. Death of the River,5850,Void Disciple,2.33,Dr. Death,4.21,River,0.65,0.48,0.37,8.04
Hex Mage Junko of the Brambles,3739,Hex Mage,2.57,Junko,4.21,Brambles,0.40,0.48,0.37,8.04
Fortune Teller Mina of the Reach,5128,Fortune Teller,5.66,Mina,0.73,Reach,0.80,0.48,0.37,8.04
Clairvoyant Iluzor of the Capital,6956,Clairvoyant,3.54,Iluzor,3.01,Capital,0.64,0.48,0.37,8.04
Sky Master Rook of Dreams,5357,Sky Master,4.85,Rook,1.50,Dreams,0.83,0.48,0.37,8.04
Illusionist Shroomer of the Canyon,8680,Illusionist,1.19,Shroomer,5.26,Canyon,0.72,0.48,0.37,8.03
Archmagus Aldo of the Great Blue,8939,Archmagus,0.16,Aldo,0.96,Great Blue,6.05,0.48,0.37,8.02
Alchemist Mina of the Salt,4543,Alchemist,0.38,Mina,0.73,Salt,6.05,0.48,0.37,8.02
Voodoo Priest Auguste of the Carnival,6093,Voodoo Priest,2.53,Auguste,3.01,Carnival,1.61,0.48,0.37,8.01
Conjurer Jack of the Brambles,704,Conjurer,1.49,Jack,5.26,Brambles,0.40,0.48,0.37,8.01
Holy Monk Chandler of the Bastion,4539,Holy Monk,4.47,Chandler,2.11,Bastion,0.58,0.48,0.37,8.01
Necromancer Abbadon of the Veil,8277,Necromancer,1.34,Abbadon,5.26,Veil,0.54,0.48,0.37,8.00
Augurer Tenguyama of the Tower,7150,Augurer,3.26,Tenguyama,3.51,Tower,0.36,0.48,0.37,7.99
Fortune Teller Liliana of the Valley,4161,Fortune Teller,5.66,Liliana,1.17,Valley,0.30,0.48,0.37,7.99
Clairvoyant Soran of Cuckoo Land,2098,Clairvoyant,3.54,Soran,0.43,Cuckoo Land,3.16,0.48,0.37,7.98
Sky Master Corvin in the Shadows,5613,Sky Master,4.85,Corvin,1.17,Shadows,1.10,0.48,0.37,7.98
Sky Master Corvin in the Shadows,8722,Sky Master,4.85,Corvin,1.17,Shadows,1.10,0.48,0.37,7.98
Voodoo Priest Pierre of the Sands,4178,Voodoo Priest,2.53,Pierre,3.51,Sands,1.07,0.48,0.37,7.97
Oracle Ixar of the Surf,8901,Oracle,4.04,Ixar,0.27,Surf,2.79,0.48,0.37,7.96
Medium Ali of the Citadel,2175,Medium,5.48,Ali,0.96,Citadel,0.67,0.48,0.37,7.96
Scryer Sahir of the Lake,5545,Scryer,4.71,Sahir,1.62,Lake,0.76,0.48,0.37,7.95
Shadow Mage Darick of the Loch,691,Shadow Mage,1.54,Darick,1.00,Loch,4.54,0.48,0.37,7.94
Geomancer Muntjac of the Mist,1841,Geomancer,1.31,Muntjac,5.26,Mist,0.50,0.48,0.37,7.93
Medium Dutorn of the Realm,7211,Medium,5.48,Dutorn,0.92,Realm,0.68,0.48,0.37,7.93
Chronomancer Marius of the Garden,2527,Chronomancer,2.53,Marius,3.01,Garden,1.51,0.48,0.37,7.91
Augurer Ilu of the Oasis,9995,Augurer,3.26,Ilu,3.01,Oasis,0.78,0.48,0.37,7.91
Fortune Teller Argus of El Dorado,241,Fortune Teller,5.66,Argus,0.66,El Dorado,0.73,0.48,0.37,7.91
Holy Monk Sisk of the Citadel,7392,Holy Monk,4.47,Sisk,1.91,Citadel,0.67,0.48,0.37,7.90
Holy Monk Akron of the Palms,9480,Holy Monk,4.47,Akron,1.91,Palms,0.67,0.48,0.37,7.90
Enchanter Astrid of the Salt,4534,Enchanter,0.35,Astrid,0.64,Salt,6.05,0.48,0.37,7.90
Ice Mage Uur'lok of the Tundra,4150,Ice Mage,2.07,Uur'lok,2.63,Tundra,2.34,0.48,0.37,7.90
Ice Mage Purple Boy of the Tundra,5566,Ice Mage,2.07,Purple Boy,2.63,Tundra,2.34,0.48,0.37,7.90
Fortune Teller Ozohr of the Light,3293,Fortune Teller,5.66,Ozohr,0.37,Light,1.01,0.48,0.37,7.89
Geomancer Liliana of the Loch,3993,Geomancer,1.31,Liliana,1.17,Loch,4.54,0.48,0.37,7.87
Aeromancer Suyin of the Canyon,3383,Aeromancer,2.07,Suyin,4.21,Canyon,0.72,0.48,0.37,7.86
Archmagus Nazim of the Salt,6882,Archmagus,0.16,Nazim,0.78,Salt,6.05,0.48,0.37,7.85
Ice Mage Sonja of the Expanse,5598,Ice Mage,2.07,Sonja,0.88,Expanse,4.04,0.48,0.37,7.84
Pyromancer Embrose from the Abyss,4348,Pyromancer,1.02,Embrose,4.21,Abyss,1.73,0.48,0.37,7.81
Diviner Crobas of the Mount,4489,Diviner,5.14,Crobas,1.50,Mount,0.30,0.48,0.37,7.81
Alchemist Hu of the Tundra,8598,Alchemist,0.38,Hu,4.21,Tundra,2.34,0.48,0.37,7.80
Electromancer Hanataka of the Inferno,1252,Electromancer,2.18,Hanataka,2.34,Inferno,2.42,0.48,0.37,7.79
Oracle Kazud of the Wold,8554,Oracle,4.04,Kazud,2.34,Wold,0.55,0.48,0.37,7.79
Geomancer Muntjac of the Hills,6013,Geomancer,1.31,Muntjac,5.26,Hills,0.36,0.48,0.37,7.79
Arcanist Alvaro of Mu,3177,Arcanist,0.69,Alvaro,5.26,Mu,0.97,0.48,0.37,7.78
Holy Monk Onaxx of the Fey,7513,Holy Monk,4.47,Onaxx,1.32,Fey,1.14,0.48,0.37,7.78
Medium Bathsheba of the Event Horizon,1328,Medium,5.48,Bathsheba,0.46,Event Horizon,0.98,0.48,0.37,7.77
Illusionist Meloogen of the Garden,2034,Illusionist,1.19,Meloogen,4.21,Garden,1.51,0.48,0.37,7.77
Necromancer Lei of the Mount,1608,Necromancer,1.34,Lei,5.26,Mount,0.30,0.48,0.37,7.76
Hydromancer Lux of the Loch,8434,Hydromancer,1.87,Lux,0.49,Loch,4.54,0.48,0.37,7.75
Battlemage Thoth of the Secret Fire,6365,Battlemage,2.46,Thoth,1.91,Secret Fire,2.51,0.48,0.37,7.74
Medium George of the Psychic Leap,2407,Medium,5.48,George,0.27,Psychic Leap,1.12,0.48,0.37,7.72
Medium Allistair of Xanadu,3783,Medium,5.48,Allistair,0.41,Xanadu,0.97,0.48,0.37,7.71
Mystic Jezebel of Tartarus,6690,Mystic,1.15,Jezebel,3.01,Tartarus,2.69,0.48,0.37,7.71
Sorcerer Naoki of the Tundra,1872,Sorcerer,0.30,Naoki,4.21,Tundra,2.34,0.48,0.37,7.71
Druid Iluzor out of the Blizzard,6101,Druid,0.54,Iluzor,3.01,Blizzard,3.30,0.48,0.37,7.70
Alchemist Shroomer of the Ice,2026,Alchemist,0.38,Shroomer,5.26,Ice,1.19,0.48,0.37,7.70
Ice Mage Soya of the Crag,2345,Ice Mage,2.07,Soya,0.23,Crag,4.54,0.48,0.37,7.70
Ice Mage Marceau of the Cold,326,Ice Mage,2.07,Marceau,2.34,Cold,2.42,0.48,0.37,7.69
Ice Mage Baptiste of the Cold,1588,Ice Mage,2.07,Baptiste,2.34,Cold,2.42,0.48,0.37,7.69
